1,1,8,2,1,1,0,-1
1,2,3,1,1,0,-1,0
1,3,1,1,0,0,0,0
1,4,5,2,0,0,1,0
1,5,7,2,1,0,0,0
1,6,3,1,1,0,-1,0
1,7,1,1,0,0,1,0
1,8,3,1,1,0,0,0
1,9,3,1,1,0,0,0
1,10,3,1,1,0,0,0
1,11,7,2,1,0,0,0
1,12,7,2,1,0,0,0
1,13,3,1,1,0,0,0
1,14,3,1,1,0,-1,0
1,15,1,1,0,0,0,0
1,16,1,1,0,0,0,1
1,17,2,1,0,1,0,-1
1,18,1,1,0,0,1,1
1,19,4,1,1,1,0,0
1,20,4,1,1,1,0,0
1,21,4,1,1,1,-1,0
1,22,2,1,0,1,0,0
1,23,2,1,0,1,0,0
1,24,2,1,0,1,0,0
1,25,2,1,0,1,0,0
1,26,2,1,0,1,1,0
1,27,4,1,1,1,0,-1
1,28,7,2,1,0,0,0
1,29,7,2,1,0,0,0
1,30,7,2,1,0,0,0
1,31,3,1,1,0,0,1
1,32,4,1,1,1,0,0
1,33,8,2,1,1,0,-1
1,34,3,1,1,0,-1,1
1,35,2,1,0,1,0,0
1,36,2,1,0,1,0,0
1,37,6,2,0,1,0,0
1,38,6,2,0,1,0,0
1,39,6,2,0,1,1,0
1,40,4,1,1,1,0,0
1,41,8,2,1,1,0,-1
1,42,7,2,1,0,0,0
1,43,3,1,1,0,0,0
1,44,3,1,1,0,0,1
1,45,4,1,1,1,0,0
1,46,8,2,1,1,0,0
1,47,8,2,1,1,0,0
1,48,4,1,1,1,0,0
1,49,8,2,1,1,-1,-1
1,50,5,2,0,0,0,0
2,1,2,1,0,1,1,0
2,2,8,2,1,1,0,0
2,3,8,2,1,1,0,0
2,4,8,2,1,1,-1,0
2,5,2,1,0,1,0,0
2,6,2,1,0,1,0,0
2,7,2,1,0,1,0,0
2,8,2,1,0,1,0,0
2,9,6,2,0,1,0,0
2,10,6,2,0,1,0,0
2,11,2,1,0,1,0,0
2,12,2,1,0,1,0,0
2,13,2,1,0,1,0,0
2,14,6,2,0,1,0,0
2,15,6,2,0,1,0,0
2,16,2,1,0,1,1,0
2,17,8,2,1,1,0,-1
2,18,3,1,1,0,0,0
2,19,3,1,1,0,0,0
2,20,7,2,1,0,-1,0
2,21,5,2,0,0,0,1
2,22,6,2,0,1,1,0
2,23,8,2,1,1,0,0
2,24,4,1,1,1,-1,0
2,25,2,1,0,1,1,0
2,26,8,2,1,1,-1,0
2,27,2,1,0,1,1,0
2,28,4,1,1,1,0,0
2,29,4,1,1,1,0,-1
2,30,3,1,1,0,0,0
2,31,3,1,1,0,0,1
2,32,4,1,1,1,0,0
2,33,4,1,1,1,0,-1
2,34,3,1,1,0,0,0
2,35,3,1,1,0,0,0
2,36,3,1,1,0,0,0
2,37,3,1,1,0,-1,1
2,38,2,1,0,1,0,0
2,39,2,1,0,1,1,-1
2,40,3,1,1,0,0,0
2,41,7,2,1,0,0,0
2,42,3,1,1,0,0,0
2,43,7,2,1,0,0,0
2,44,3,1,1,0,0,0
2,45,7,2,1,0,0,0
2,46,7,2,1,0,0,1
2,47,8,2,1,1,0,0
2,48,8,2,1,1,0,0
2,49,4,1,1,1,0,0
2,50,8,2,1,1,0,-1
3,1,7,2,1,0,0,0
3,2,7,2,1,0,0,0
3,3,3,1,1,0,0,1
3,4,8,2,1,1,0,0
3,5,4,1,1,1,-1,-1
3,6,5,2,0,0,0,1
3,7,6,2,0,1,0,0
3,8,2,1,0,1,0,0
3,9,6,2,0,1,0,0
3,10,6,2,0,1,0,-1
3,11,5,2,0,0,0,0
3,12,1,1,0,0,0,0
3,13,1,1,0,0,0,0
3,14,5,2,0,0,1,0
3,15,3,1,1,0,0,0
3,16,3,1,1,0,0,0
3,17,3,1,1,0,0,1
3,18,8,2,1,1,0,0
3,19,8,2,1,1,-1,-1
3,20,1,1,0,0,0,1
3,21,2,1,0,1,0,0
3,22,2,1,0,1,1,0
3,23,4,1,1,1,0,0
3,24,4,1,1,1,0,0
3,25,4,1,1,1,0,-1
3,26,7,2,1,0,0,0
3,27,7,2,1,0,0,0
3,28,3,1,1,0,0,1
3,29,4,1,1,1,-1,-1
3,30,1,1,0,0,0,0
3,31,5,2,0,0,0,0
3,32,5,2,0,0,0,1
3,33,6,2,0,1,1,-1
3,34,7,2,1,0,0,0
3,35,3,1,1,0,0,0
3,36,7,2,1,0,-1,1
3,37,6,2,0,1,1,0
3,38,4,1,1,1,0,0
3,39,4,1,1,1,0,0
3,40,8,2,1,1,0,0
3,41,8,2,1,1,-1,0
3,42,6,2,0,1,0,0
3,43,6,2,0,1,0,0
3,44,6,2,0,1,0,0
3,45,2,1,0,1,0,-1
3,46,1,1,0,0,0,0
3,47,1,1,0,0,0,0
3,48,5,2,0,0,1,0
3,49,7,2,1,0,0,0
3,50,3,1,1,0,0,0
4,1,8,2,1,1,-1,0
4,2,2,1,0,1,0,0
4,3,6,2,0,1,0,0
4,4,6,2,0,1,1,0
4,5,8,2,1,1,0,-1
4,6,7,2,1,0,0,1
4,7,8,2,1,1,0,0
4,8,4,1,1,1,0,0
4,9,4,1,1,1,0,0
4,10,4,1,1,1,0,0
4,11,4,1,1,1,0,0
4,12,4,1,1,1,-1,0
4,13,2,1,0,1,0,0
4,14,6,2,0,1,0,0
4,15,6,2,0,1,0,-1
4,16,1,1,0,0,1,0
4,17,3,1,1,0,0,0
4,18,3,1,1,0,0,1
