1,1,8,2,1,1,0,0
1,2,8,2,1,1,0,-1
1,3,7,2,1,0,0,0
1,4,7,2,1,0,0,0
1,5,3,1,1,0,0,0
1,6,3,1,1,0,0,0
1,7,7,2,1,0,0,0
1,8,3,1,1,0,0,0
1,9,3,1,1,0,0,0
1,10,3,1,1,0,0,0
1,11,7,2,1,0,-1,0
1,12,5,2,0,0,0,0
1,13,1,1,0,0,1,0
1,14,3,1,1,0,0,0
1,15,7,2,1,0,0,0
1,16,7,2,1,0,-1,0
1,17,1,1,0,0,0,1
1,18,2,1,0,1,0,0
1,19,6,2,0,1,0,0
1,20,6,2,0,1,0,0
1,21,2,1,0,1,1,0
1,22,4,1,1,1,-1,0
1,23,6,2,0,1,0,0
1,24,2,1,0,1,0,0
1,25,2,1,0,1,1,0
1,26,4,1,1,1,-1,0
1,27,6,2,0,1,1,0
1,28,8,2,1,1,0,-1
1,29,7,2,1,0,0,0
1,30,3,1,1,0,0,0
1,31,3,1,1,0,0,0
1,32,3,1,1,0,0,0
1,33,3,1,1,0,-1,1
1,34,2,1,0,1,0,0
1,35,2,1,0,1,0,0
1,36,2,1,0,1,0,0
1,37,2,1,0,1,0,0
1,38,6,2,0,1,0,-1
1,39,5,2,0,0,0,1
1,40,2,1,0,1,0,0
1,41,6,2,0,1,1,0
1,42,8,2,1,1,-1,-1
1,43,5,2,0,0,0,0
1,44,1,1,0,0,0,0
1,45,1,1,0,0,0,1
1,46,2,1,0,1,0,0
1,47,2,1,0,1,0,0
1,48,2,1,0,1,0,0
1,49,6,2,0,1,0,0
1,50,2,1,0,1,1,0
2,1,7,2,1,0,0,0
2,2,3,1,1,0,0,0
2,3,3,1,1,0,0,0
2,4,7,2,1,0,-1,0
2,5,5,2,0,0,1,0
2,6,7,2,1,0,0,0
2,7,3,1,1,0,0,0
2,8,3,1,1,0,0,1
2,9,4,1,1,1,0,-1
2,10,3,1,1,0,0,1
2,11,4,1,1,1,0,0
2,12,4,1,1,1,0,0
2,13,8,2,1,1,0,0
2,14,8,2,1,1,0,0
2,15,4,1,1,1,0,-1
2,16,3,1,1,0,0,1
2,17,4,1,1,1,0,0
2,18,4,1,1,1,0,-1
2,19,3,1,1,0,0,0
2,20,3,1,1,0,0,1
2,21,8,2,1,1,-1,-1
2,22,5,2,0,0,0,0
2,23,1,1,0,0,0,0
2,24,1,1,0,0,1,0
2,25,3,1,1,0,0,0
2,26,7,2,1,0,-1,0
2,27,5,2,0,0,0,1
2,28,2,1,0,1,0,-1
2,29,5,2,0,0,1,0
2,30,7,2,1,0,0,0
2,31,7,2,1,0,0,1
2,32,8,2,1,1,0,-1
2,33,7,2,1,0,0,0
2,34,7,2,1,0,-1,0
2,35,1,1,0,0,0,1
2,36,6,2,0,1,1,0
2,37,4,1,1,1,0,-1
2,38,3,1,1,0,0,0
2,39,3,1,1,0,0,0
2,40,3,1,1,0,0,0
2,41,3,1,1,0,0,0
2,42,3,1,1,0,0,0
2,43,3,1,1,0,0,0
2,44,3,1,1,0,0,1
2,45,4,1,1,1,-1,0
2,46,2,1,0,1,0,0
2,47,2,1,0,1,1,-1
2,48,3,1,1,0,0,0
2,49,3,1,1,0,0,0
2,50,7,2,1,0,0,0
3,1,5,2,0,0,1,0
3,2,3,1,1,0,0,0
3,3,7,2,1,0,0,0
3,4,7,2,1,0,0,1
3,5,8,2,1,1,0,0
3,6,4,1,1,1,0,-1
3,7,3,1,1,0,0,0
3,8,7,2,1,0,0,0
3,9,7,2,1,0,-1,1
3,10,6,2,0,1,0,0
3,11,2,1,0,1,0,0
3,12,2,1,0,1,0,0
3,13,6,2,0,1,0,0
3,14,6,2,0,1,0,0
3,15,6,2,0,1,0,0
3,16,2,1,0,1,0,0
3,17,6,2,0,1,0,-1
3,18,5,2,0,0,1,1
3,19,4,1,1,1,0,0
3,20,4,1,1,1,0,0
3,21,4,1,1,1,0,0
3,22,8,2,1,1,-1,0
3,23,6,2,0,1,0,0
3,24,2,1,0,1,0,-1
3,25,1,1,0,0,0,0
